"identifier","date","borough","block","lot","bldg_number_start","bldg_number_end","side_of_street","street_name","address","condition","coordinates","is_outtake"
nynyma_rec0040_3_07516_2747�,"1939-1941",Brooklyn,7516,2747.00,"3018","3018",true,Nathan Street,"3018 Nathan Street",,,false
nynyma_rec0040_3_07516_2773�,"1939-1941",Brooklyn,7516,2773.00,"3015","3015",false,Ripple Street,"3015 Ripple Street",,,false
nynyma_rec0040_3_07516_2775�,"1939-1941",Brooklyn,7516,2775.00,"3009","3009",false,Ripple Street,"3009 Ripple Street",,,false
nynyma_rec0040_3_07516_2776�,"1939-1941",Brooklyn,7516,2776.00,"3007","3007",false,Ripple Street,"3007 Ripple Street",,,false
nynyma_rec0040_3_07516_2777�,"1939-1941",Brooklyn,7516,2777.00,"3005","3005",false,Ripple Street,"3005 Ripple Street",,,false
nynyma_rec0040_3_07516_2778�,"1939-1941",Brooklyn,7516,2778.00,"3003","3003",false,Ripple Street,"3003 Ripple Street",,,false
nynyma_rec0040_3_07516_2785�,"1939-1941",Brooklyn,7516,2785.00,"2981","2981",false,Ripple Street,"2981 Ripple Street",,,false
nynyma_rec0040_3_07516_2802�,"1939-1941",Brooklyn,7516,2802.00,"3007","3007",false,Nathan Street,"3007 Nathan Street",,,false
nynyma_rec0040_3_07516_2806�,"1939-1941",Brooklyn,7516,2806.00,"3011","3011",false,Nathan Street,"3011 Nathan Street",,,false
nynyma_rec0040_3_07516_2807�,"1939-1941",Brooklyn,7516,2807.00,"3013","3013",false,Nathan Street,"3013 Nathan Street",,,false
nynyma_rec0040_3_07516_2808�,"1939-1941",Brooklyn,7516,2808.00,"3015","3015",false,Nathan Street,"3015 Nathan Street",,,false
nynyma_rec0040_3_07516_2809�,"1939-1941",Brooklyn,7516,2809.00,"3017","3017",false,Nathan Street,"3017 Nathan Street",,,false
nynyma_rec0040_3_07516_2810�,"1939-1941",Brooklyn,7516,2810.00,"3019","3019",false,Nathan Street,"3019 Nathan Street",,,false
nynyma_rec0040_3_07516_2811�,"1939-1941",Brooklyn,7516,2811.00,"3021","3021",false,Nathan Street,"3021 Nathan Street",,,false
nynyma_rec0040_3_07516_2812�,"1939-1941",Brooklyn,7516,2812.00,"3023","3023",false,Nathan Street,"3023 Nathan Street",,,false
nynyma_rec0040_3_07516_2813�,"1939-1941",Brooklyn,7516,2813.00,"3025","3025",false,Nathan Street,"3025 Nathan Street",,,false
nynyma_rec0040_3_07516_2814�,"1939-1941",Brooklyn,7516,2814.00,"3027","3027",false,Nathan Street,"3027 Nathan Street",,,false
nynyma_rec0040_3_07516_2817�,"1939-1941",Brooklyn,7516,2817.00,"3075","3075",false,Nathan Street,"3075 Nathan Street",,,false
nynyma_rec0040_3_07516_2824�,"1939-1941",Brooklyn,7516,2824.00,"1141","1141",false,Brighton Beach Avenue,"1141 Brighton Beach Avenue",,,false
nynyma_rec0040_3_07516_2829�,"1939-1941",Brooklyn,7516,2829.00,,,,Mayo Street,Mayo Street,,,false
nynyma_rec0040_3_07516_2836�,"1939-1941",Brooklyn,7516,2836.00,,,,Mayo Street,Mayo Street,,,false
nynyma_rec0040_3_07516_0292�,"1939-1941",Brooklyn,7516,292.00,,,,,,,,false
nynyma_rec0040_3_07516_3014�,"1939-1941",Brooklyn,7516,3014.00,,,,,,,,false
nynyma_rec0040_3_07516_3051�,"1939-1941",Brooklyn,7516,3051.00,,,,,,,,false
nynyma_rec0040_3_07516_3079�,"1939-1941",Brooklyn,7516,3079.00,,,,,,,,false
nynyma_rec0040_3_07516_3114�,"1939-1941",Brooklyn,7516,3114.00,,,,,,,,false
nynyma_rec0040_3_07516_3117�,"1939-1941",Brooklyn,7516,3117.00,,,,,,,,false
nynyma_rec0040_3_07516_3348�,"1939-1941",Brooklyn,7516,3348.00,,,,,,,,false
nynyma_rec0040_3_07516_2466�,"1939-1941",Brooklyn,7516,2466.00,"1047","1047",false,Brighton Beach Avenue,"1047 Brighton Beach Avenue",,,false
nynyma_rec0040_3_07516_2467�,"1939-1941",Brooklyn,7516,2467.00,"1049","1049",false,Brighton Beach Avenue,"1049 Brighton Beach Avenue",,,false
nynyma_rec0040_3_07516_2469�,"1939-1941",Brooklyn,7516,2469.00,"1055","1055",false,Brighton Beach Avenue,"1055 Brighton Beach Avenue",,,false
nynyma_rec0040_3_07516_2472�,"1939-1941",Brooklyn,7516,2472.00,,,,Humbert Street,Humbert Street,,,false
nynyma_rec0040_3_07516_2484�,"1939-1941",Brooklyn,7516,2484.00,,,,Humbert Street,Humbert Street,,,false
nynyma_rec0040_3_07516_2534�,"1939-1941",Brooklyn,7516,2534.00,"3084","3084",true,Ripple Street,"3084 Ripple Street",,,false
nynyma_rec0040_3_07516_2536�,"1939-1941",Brooklyn,7516,2536.00,"3082","3082",true,Ripple Street,"3082 Ripple Street",,,false
nynyma_rec0040_3_07516_2537�,"1939-1941",Brooklyn,7516,2537.00,"3080","3080",true,Ripple Street,"3080 Ripple Street",,,false
nynyma_rec0040_3_07516_2538�,"1939-1941",Brooklyn,7516,2538.00,"3076","3076",true,Ripple Street,"3076 Ripple Street",,,false
nynyma_rec0040_3_07516_2539�,"1939-1941",Brooklyn,7516,2539.00,"3074","3074",true,Ripple Street,"3074 Ripple Street",,,false
nynyma_rec0040_3_07516_2541�,"1939-1941",Brooklyn,7516,2541.00,"3068","3068",true,Ripple Street,"3068 Ripple Street",,,false
nynyma_rec0040_3_07516_2542�,"1939-1941",Brooklyn,7516,2542.00,"3066","3066",true,Ripple Street,"3066 Ripple Street",,,false
nynyma_rec0040_3_07516_2563�,"1939-1941",Brooklyn,7516,2563.00,"3015","3015",false,Humbert Street,"3015 Humbert Street",,,false
nynyma_rec0040_3_07516_2656�,"1939-1941",Brooklyn,7516,2656.00,,,,Humbert Street,Humbert Street,,,false
nynyma_rec0040_3_07516_2710�,"1939-1941",Brooklyn,7516,2710.00,"2971","2971",false,Ripple Street,"2971 Ripple Street",,,false
nynyma_rec0040_3_07516_2734�,"1939-1941",Brooklyn,7516,2734.00,,,,Nathan Street,Nathan Street,,,false
nynyma_rec0040_3_07516_2735�,"1939-1941",Brooklyn,7516,2735.00,,,,Nathan Street,Nathan Street,,,false
nynyma_rec0040_3_07516_2738�,"1939-1941",Brooklyn,7516,2738.00,"3026","3026",true,Nathan Street,"3026 Nathan Street",,,false
nynyma_rec0040_3_07516_2743�,"1939-1941",Brooklyn,7516,2743.00,"3010","3010",true,Nathan Street,"3010 Nathan Street",,,false
nynyma_rec0040_3_07516_2744�,"1939-1941",Brooklyn,7516,2744.00,"3012","3012",true,Nathan Street,"3012 Nathan Street",,,false
nynyma_rec0040_3_07516_2745�,"1939-1941",Brooklyn,7516,2745.00,"3014","3014",true,Nathan Street,"3014 Nathan Street",,,false
nynyma_rec0040_3_07516_2746�,"1939-1941",Brooklyn,7516,2746.00,"3016","3016",true,Nathan Street,"3016 Nathan Street",,,false
nynyma_rec0040_3_07516_2754�,"1939-1941",Brooklyn,7516,2754.00,"3032","3032",true,Nathan Street,"3032 Nathan Street",,,false
nynyma_rec0040_3_07516_2758�,"1939-1941",Brooklyn,7516,2758.00,"3064","3064",true,Nathan Street,"3064 Nathan Street",,,false
nynyma_rec0040_3_07516_2820�,"1939-1941",Brooklyn,7516,2820.00,"1133","1133",false,Brighton Beach Avenue,"1133 Brighton Beach Avenue",,,false
nynyma_rec0040_3_07516_2821�,"1939-1941",Brooklyn,7516,2821.00,"1135","1135",false,Brighton Beach Avenue,"1135 Brighton Beach Avenue",,,false
nynyma_rec0040_3_07516_2822�,"1939-1941",Brooklyn,7516,2822.00,"1137","1137",false,Brighton Beach Avenue,"1137 Brighton Beach Avenue",,,false
nynyma_rec0040_3_07516_2823�,"1939-1941",Brooklyn,7516,2823.00,"1139","1139",false,Brighton Beach Avenue,"1139 Brighton Beach Avenue",,,false
nynyma_rec0040_3_07516_2852�,"1939-1941",Brooklyn,7516,2852.00,,,,Mayo Street,Mayo Street,,,false
nynyma_rec0040_3_07516_3024�,"1939-1941",Brooklyn,7516,3024.00,,,,,,,,false
nynyma_rec0040_3_07516_3050�,"1939-1941",Brooklyn,7516,3050.00,,,,,,,,false
nynyma_rec0040_3_07516_3244�,"1939-1941",Brooklyn,7516,3244.00,,,,,,,,false
nynyma_rec0040_3_07516_2500�,"1939-1941",Brooklyn,7516,2500.00,"95","95",false,Hoff Street,"95 Hoff Street",,,false
nynyma_rec0040_3_07516_2540�,"1939-1941",Brooklyn,7516,2540.00,"3072","3072",true,Ripple Street,"3072 Ripple Street",,,false
nynyma_rec0040_3_07516_2546�,"1939-1941",Brooklyn,7516,2546.00,"3016","3016",true,Ripple Street,"3016 Ripple Street",,,false
nynyma_rec0040_3_07516_2551�,"1939-1941",Brooklyn,7516,2551.00,"3044","3044",true,Ocean View Avenue,"3044 Ocean View Avenue",,,false
nynyma_rec0040_3_07516_2556�,"1939-1941",Brooklyn,7516,2556.00,"3034","3034",true,Ocean View Avenue,"3034 Ocean View Avenue",,,false
nynyma_rec0040_3_07516_2561�,"1939-1941",Brooklyn,7516,2561.00,"3011","3011",false,Humbert Street,"3011 Humbert Street",,,false
nynyma_rec0040_3_07516_2562�,"1939-1941",Brooklyn,7516,2562.00,"3013","3013",false,Humbert Street,"3013 Humbert Street",,,false
nynyma_rec0040_3_07516_2564�,"1939-1941",Brooklyn,7516,2564.00,"3017","3017",false,Humbert Street,"3017 Humbert Street",,,false
nynyma_rec0040_3_07516_2565�,"1939-1941",Brooklyn,7516,2565.00,"3019","3019",false,Humbert Street,"3019 Humbert Street",,,false
nynyma_rec0040_3_07516_2566�,"1939-1941",Brooklyn,7516,2566.00,"3021","3021",false,Humbert Street,"3021 Humbert Street",,,false
nynyma_rec0040_3_07516_2573�,"1939-1941",Brooklyn,7516,2573.00,"3045","3045",false,Humbert Street,"3045 Humbert Street",,,false
nynyma_rec0040_3_07516_2578�,"1939-1941",Brooklyn,7516,2578.00,"3049","3049",false,Humbert Street,"3049 Humbert Street",,,false
nynyma_rec0040_3_07516_2585�,"1939-1941",Brooklyn,7516,2585.00,,,,Hoff Street,Hoff Street,,,false
nynyma_rec0040_3_07516_2720�,"1939-1941",Brooklyn,7516,2720.00,,,,,,,,false
nynyma_rec0040_3_07516_2731�,"1939-1941",Brooklyn,7516,2731.00,"3002","3002",true,Nathan Street,"3002 Nathan Street",,,false
nynyma_rec0040_3_07516_2748�,"1939-1941",Brooklyn,7516,2748.00,"3020","3020",true,Nathan Street,"3020 Nathan Street",,,false
nynyma_rec0040_3_07516_2749�,"1939-1941",Brooklyn,7516,2749.00,"3022","3022",true,Nathan Street,"3022 Nathan Street",,,false
nynyma_rec0040_3_07516_2750�,"1939-1941",Brooklyn,7516,2750.00,"3024","3024",true,Nathan Street,"3024 Nathan Street",,,false
nynyma_rec0040_3_07516_2751�,"1939-1941",Brooklyn,7516,2751.00,"3026","3026",true,Nathan Street,"3026 Nathan Street",,,false
nynyma_rec0040_3_07516_2752�,"1939-1941",Brooklyn,7516,2752.00,"3028","3028",true,Nathan Street,"3028 Nathan Street",,,false
nynyma_rec0040_3_07516_2753�,"1939-1941",Brooklyn,7516,2753.00,"3030","3030",true,Nathan Street,"3030 Nathan Street",,,false
nynyma_rec0040_3_07516_2755�,"1939-1941",Brooklyn,7516,2755.00,"3034","3034",true,Nathan Street,"3034 Nathan Street",,,false
nynyma_rec0040_3_07516_2761�,"1939-1941",Brooklyn,7516,2761.00,"1113","1113",false,Brighton Beach Avenue,"1113 Brighton Beach Avenue",,,false
nynyma_rec0040_3_07516_2764�,"1939-1941",Brooklyn,7516,2764.00,"1111","1111",false,Ripple Street,"1111 Ripple Street",,,false
nynyma_rec0040_3_07516_2771�,"1939-1941",Brooklyn,7516,2771.00,"3019","3019",false,Ripple Street,"3019 Ripple Street",,,false
nynyma_rec0040_3_07516_2772�,"1939-1941",Brooklyn,7516,2772.00,"3017","3017",false,Ripple Street,"3017 Ripple Street",,,false
nynyma_rec0040_3_07516_2774�,"1939-1941",Brooklyn,7516,2774.00,"3011","3011",false,Ripple Street,"3011 Ripple Street",,,false
nynyma_rec0040_3_07516_2780�,"1939-1941",Brooklyn,7516,2780.00,"2991","2991",false,Ripple Street,"2991 Ripple Street",,,false
nynyma_rec0040_3_07516_2796�,"1939-1941",Brooklyn,7516,2796.00,"3001","3001",false,Nathan Street,"3001 Nathan Street",,,false
nynyma_rec0040_3_07516_2819�,"1939-1941",Brooklyn,7516,2819.00,"3079","3079",false,Nathan Street,"3079 Nathan Street",,,false
nynyma_rec0040_3_07517_0001�,"1939-1941",Brooklyn,7517,1.00,"710","710",true,Shore Boulevard,"710 Shore Boulevard",,,false
nynyma_rec0040_3_07517_1003�,"1939-1941",Brooklyn,7517,1003.00,"165","165",false,Irwin Street,"165 Irwin Street",,,false
nynyma_rec0040_3_07517_0101�,"1939-1941",Brooklyn,7517,101.00,"5","5",false,Girard Street,"5 Girard Street",,,false
nynyma_rec0040_3_07516_0747�,"1939-1941",Brooklyn,7516,747.00,,,,,,,,false
nynyma_rec0040_3_07517_1145�,"1939-1941",Brooklyn,7517,1145.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1149�,"1939-1941",Brooklyn,7517,1149.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_0115�,"1939-1941",Brooklyn,7517,115.00,,,,Girard Street,Girard Street,,,false
nynyma_rec0040_3_07517_1173�,"1939-1941",Brooklyn,7517,1173.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_0118�,"1939-1941",Brooklyn,7517,118.00,,,,Girard Street,Girard Street,,,false
nynyma_rec0040_3_07517_1183�,"1939-1941",Brooklyn,7517,1183.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1186�,"1939-1941",Brooklyn,7517,1186.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1190�,"1939-1941",Brooklyn,7517,1190.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1193�,"1939-1941",Brooklyn,7517,1193.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1195�,"1939-1941",Brooklyn,7517,1195.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1197�,"1939-1941",Brooklyn,7517,1197.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1200�,"1939-1941",Brooklyn,7517,1200.00,,,,Shore Boulevard,Shore Boulevard,,,false
nynyma_rec0040_3_07517_1203�,"1939-1941",Brooklyn,7517,1203.00,,,,Shore Boulevard,Shore Boulevard,,,false
nynyma_rec0040_3_07517_1215�,"1939-1941",Brooklyn,7517,1215.00,,,,Mackensie Street,Mackensie Street,,,false
nynyma_rec0040_3_07517_1217�,"1939-1941",Brooklyn,7517,1217.00,,,,Mackensie Street,Mackensie Street,,,false
nynyma_rec0040_3_07517_1219�,"1939-1941",Brooklyn,7517,1219.00,,,,Mackensie Street,Mackensie Street,,,false
nynyma_rec0040_3_07517_1222�,"1939-1941",Brooklyn,7517,1222.00,,,,Mackensie Street,Mackensie Street,,,false
nynyma_rec0040_3_07517_1263�,"1939-1941",Brooklyn,7517,1263.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1266�,"1939-1941",Brooklyn,7517,1266.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1268�,"1939-1941",Brooklyn,7517,1268.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1274�,"1939-1941",Brooklyn,7517,1274.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1277�,"1939-1941",Brooklyn,7517,1277.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1304�,"1939-1941",Brooklyn,7517,1304.00,"1526","1526",true,Shore Boulevard,"1526 Shore Boulevard",,,false
nynyma_rec0040_3_07517_1325�,"1939-1941",Brooklyn,7517,1325.00,"1160","1160",true,Norfolk Street,"1160 Norfolk Street",,,false
nynyma_rec0040_3_07517_1328�,"1939-1941",Brooklyn,7517,1328.00,"1166","1166",true,Norfolk Street,"1166 Norfolk Street",,,false
nynyma_rec0040_3_07517_1331�,"1939-1941",Brooklyn,7517,1331.00,"1523","1523",false,Oriental Boulvard,"1523 Oriental Boulvard",,,false
nynyma_rec0040_3_07517_1332�,"1939-1941",Brooklyn,7517,1332.00,"1321","1321",false,Oriental Boulvard,"1321 Oriental Boulvard",,,false
nynyma_rec0040_3_07517_1334�,"1939-1941",Brooklyn,7517,1334.00,"1319","1319",false,Oriental Boulvard,"1319 Oriental Boulvard",,,false
nynyma_rec0040_3_07517_1335�,"1939-1941",Brooklyn,7517,1335.00,"1315","1315",false,Oriental Boulvard,"1315 Oriental Boulvard",,,false
nynyma_rec0040_3_07517_1345�,"1939-1941",Brooklyn,7517,1345.00,"161","161",false,Mackensie Street,"161 Mackensie Street",,,false
nynyma_rec0040_3_07517_1376�,"1939-1941",Brooklyn,7517,1376.00,"117","117",false,Mackensie Street,"117 Mackensie Street",,,false
nynyma_rec0040_3_07517_1426�,"1939-1941",Brooklyn,7517,1426.00,"179","179",false,Norfolk Street,"179 Norfolk Street",,,false
nynyma_rec0040_3_07517_1427�,"1939-1941",Brooklyn,7517,1427.00,"177","177",false,Norfolk Street,"177 Norfolk Street",,,false
nynyma_rec0040_3_07517_1428�,"1939-1941",Brooklyn,7517,1428.00,"173","173",false,Norfolk Street,"173 Norfolk Street",,,false
nynyma_rec0040_3_07517_1429�,"1939-1941",Brooklyn,7517,1429.00,"171","171",false,Norfolk Street,"171 Norfolk Street",,,false
nynyma_rec0040_3_07517_1430�,"1939-1941",Brooklyn,7517,1430.00,"167","167",false,Norfolk Street,"167 Norfolk Street",,,false
nynyma_rec0040_3_07517_1432�,"1939-1941",Brooklyn,7517,1432.00,"161","161",false,Norfolk Street,"161 Norfolk Street",,,false
nynyma_rec0040_3_07517_1434�,"1939-1941",Brooklyn,7517,1434.00,"155","155",false,Norfolk Street,"155 Norfolk Street",,,false
nynyma_rec0040_3_07517_1435�,"1939-1941",Brooklyn,7517,1435.00,"153","153",false,Norfolk Street,"153 Norfolk Street",,,false
nynyma_rec0040_3_07517_1436�,"1939-1941",Brooklyn,7517,1436.00,"149","149",false,Norfolk Street,"149 Norfolk Street",,,false
nynyma_rec0040_3_07517_1437�,"1939-1941",Brooklyn,7517,1437.00,"147","147",false,Norfolk Street,"147 Norfolk Street",,,false
nynyma_rec0040_3_07517_0070�,"1939-1941",Brooklyn,7517,,,,,Girard Street,Girard Street,,,false
nynyma_rec0040_3_07517_1006�,"1939-1941",Brooklyn,7517,1006.00,"159","159",false,Irwin Street,"159 Irwin Street",,,false
nynyma_rec0040_3_07517_1008�,"1939-1941",Brooklyn,7517,1008.00,,,,Irwin Street,Irwin Street,,,false
nynyma_rec0040_3_07517_1042�,"1939-1941",Brooklyn,7517,1042.00,,,,Kensington Street,Kensington Street,,,false
nynyma_rec0040_3_07517_1050�,"1939-1941",Brooklyn,7517,1050.00,"42","42",true,Kensington Street,"42 Kensington Street",,,false
nynyma_rec0040_3_07517_1053�,"1939-1941",Brooklyn,7517,1053.00,,,,Kensington Street,Kensington Street,,,false
nynyma_rec0040_3_07517_1056�,"1939-1941",Brooklyn,7517,1056.00,"50","50",true,Kensington Street,"50 Kensington Street",,,false
nynyma_rec0040_3_07517_1062�,"1939-1941",Brooklyn,7517,1062.00,,,,Kensington Street,Kensington Street,,,false
nynyma_rec0040_3_07517_1068�,"1939-1941",Brooklyn,7517,1068.00,,,,Kensington Street,Kensington Street,,,false
nynyma_rec0040_3_07517_1071�,"1939-1941",Brooklyn,7517,1071.00,,,,Kensington Street,Kensington Street,,,false
nynyma_rec0040_3_07517_1080�,"1939-1941",Brooklyn,7517,1080.00,"1201","1201",false,Oriental Boulevard,"1201 Oriental Boulevard",,,false
nynyma_rec0040_3_07517_1095�,"1939-1941",Brooklyn,7517,1095.00,,,,Jaffrey Street,Jaffrey Street,,,false
nynyma_rec0040_3_07517_1101�,"1939-1941",Brooklyn,7517,1101.00,"151","151",false,Jaffrey Street,"151 Jaffrey Street",,,false
nynyma_rec0040_3_07517_1110�,"1939-1941",Brooklyn,7517,1110.00,"121","121",false,Jaffrey Street,"121 Jaffrey Street",,,false
nynyma_rec0040_3_07517_1113�,"1939-1941",Brooklyn,7517,1113.00,,,,Jaffrey Street,Jaffrey Street,,,false
nynyma_rec0040_3_07517_1116�,"1939-1941",Brooklyn,7517,1116.00,,,,Jaffrey Street,Jaffrey Street,,,false
nynyma_rec0040_3_07517_1130�,"1939-1941",Brooklyn,7517,1130.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1132�,"1939-1941",Brooklyn,7517,1132.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1135�,"1939-1941",Brooklyn,7517,1135.00,"122","122",true,Langham Street,"122 Langham Street",,,false
nynyma_rec0040_3_07517_1138�,"1939-1941",Brooklyn,7517,1138.00,"130","130",true,Langham Street,"130 Langham Street",,,false
nynyma_rec0040_3_07517_1141�,"1939-1941",Brooklyn,7517,1141.00,"138","138",true,Langham Street,"138 Langham Street",,,false
nynyma_rec0040_3_07517_1143�,"1939-1941",Brooklyn,7517,1143.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1170�,"1939-1941",Brooklyn,7517,1170.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1175�,"1939-1941",Brooklyn,7517,1175.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1178�,"1939-1941",Brooklyn,7517,1178.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1028�,"1939-1941",Brooklyn,7517,1028.00,"1202","1202",true,Shore Boulevard,"1202 Shore Boulevard",,,false
nynyma_rec0040_3_07517_1039�,"1939-1941",Brooklyn,7517,1039.00,"14","14",true,Kensington Street,"14 Kensington Street",,,false
nynyma_rec0040_3_07517_0107�,"1939-1941",Brooklyn,7517,107.00,,,,Girard Street,Girard Street,,,false
nynyma_rec0040_3_07517_1098�,"1939-1941",Brooklyn,7517,1098.00,"147","147",false,Jaffrey Street,"147 Jaffrey Street",,,false
nynyma_rec0040_3_07517_1121�,"1939-1941",Brooklyn,7517,1121.00,"11","11",false,Kensington Street,"11 Kensington Street",,,false
nynyma_rec0040_3_07517_1125�,"1939-1941",Brooklyn,7517,1125.00,,,,Shore Boulevard,Shore Boulevard,,,false
nynyma_rec0040_3_07517_1127�,"1939-1941",Brooklyn,7517,1127.00,,,,Shore Boulevard,Shore Boulevard,,,false
nynyma_rec0040_3_07517_1128�,"1939-1941",Brooklyn,7517,1128.00,,,,Shore Boulevard,Shore Boulevard,,,false
nynyma_rec0040_3_07517_1151�,"1939-1941",Brooklyn,7517,1151.00,,,,Langham Street,Langham Street,,,false
nynyma_rec0040_3_07517_1283�,"1939-1941",Brooklyn,7517,128.00,"23","23",false,Girard Street,"23 Girard Street",,,false
nynyma_rec0040_3_07517_1299�,"1939-1941",Brooklyn,7517,1299.00,"1516","1516",true,Shore Boulevard,"1516 Shore Boulevard",,,false
nynyma_rec0040_3_07517_1302�,"1939-1941",Brooklyn,7517,1302.00,"1522","1522",true,Shore Boulevard,"1522 Shore Boulevard",,,false
nynyma_rec0040_3_07517_1303�,"1939-1941",Brooklyn,7517,1303.00,"1524","1524",true,Shore Boulevard,"1524 Shore Boulevard",,,false
nynyma_rec0040_3_07517_1305�,"1939-1941",Brooklyn,7517,1305.00,"1528","1528",true,Shore Boulevard,"1528 Shore Boulevard",,,false
nynyma_rec0040_3_07517_1306�,"1939-1941",Brooklyn,7517,1306.00,"1530","1530",true,Shore Boulevard,"1530 Shore Boulevard",,,false
nynyma_rec0040_3_07517_1307�,"1939-1941",Brooklyn,7517,1307.00,"1114","1114",true,Norfolk Street,"1114 Norfolk Street",,,false
nynyma_rec0040_3_07517_1308�,"1939-1941",Brooklyn,7517,1308.00,"1118","1118",true,Norfolk Street,"1118 Norfolk Street",,,false
nynyma_rec0040_3_07517_1309�,"1939-1941",Brooklyn,7517,1309.00,"1120","1120",true,Norfolk Street,"1120 Norfolk Street",,,false
nynyma_rec0040_3_07517_1310�,"1939-1941",Brooklyn,7517,1310.00,"1124","1124",true,Norfolk Street,"1124 Norfolk Street",,,false
nynyma_rec0040_3_07517_1312�,"1939-1941",Brooklyn,7517,1312.00,"1128","1128",true,Norfolk Street,"1128 Norfolk Street",,,false
nynyma_rec0040_3_07517_1313�,"1939-1941",Brooklyn,7517,1313.00,"1130","1130",true,Norfolk Street,"1130 Norfolk Street",,,false
nynyma_rec0040_3_07517_1314�,"1939-1941",Brooklyn,7517,1314.00,"1132","1132",true,Norfolk Street,"1132 Norfolk Street",,,false
nynyma_rec0040_3_07517_1315�,"1939-1941",Brooklyn,7517,1315.00,"1134","1134",true,Norfolk Street,"1134 Norfolk Street",,,false
